,jaar,maand,merk,aantal,cum aantal,datum
3278,1999,10,FORD,335,20551,1999-10-01
3279,1999,10,HYUNDAI,45,1444,1999-10-01
3280,1999,10,KIA,5,148,1999-10-01
3281,1999,10,RENAULT,377,14056,1999-10-01
3282,1999,10,TOYOTA,546,28044,1999-10-01
3283,1999,10,VOLKSWAGEN,880,66169,1999-10-01
3284,1999,10,VOLVO,364,30509,1999-10-01
3285,1999,11,AUDI,106,4990,1999-11-01
3286,1999,11,BMW,164,22875,1999-11-01
3287,1999,11,FORD,207,20758,1999-11-01
3288,1999,11,HYUNDAI,40,1484,1999-11-01
3289,1999,11,KIA,2,150,1999-11-01
3290,1999,11,RENAULT,323,14379,1999-11-01
3291,1999,11,TOYOTA,775,28819,1999-11-01
3292,1999,11,VOLKSWAGEN,588,66757,1999-11-01
3293,1999,11,VOLVO,239,30748,1999-11-01
3294,1999,12,AUDI,13,5003,1999-12-01
3295,1999,12,BMW,56,22931,1999-12-01
3296,1999,12,FORD,114,20872,1999-12-01
3297,1999,12,HYUNDAI,20,1504,1999-12-01
3298,1999,12,KIA,2,152,1999-12-01
3299,1999,12,RENAULT,78,14457,1999-12-01
3300,1999,12,TOYOTA,363,29182,1999-12-01
3301,1999,12,VOLKSWAGEN,187,66944,1999-12-01
3302,1999,12,VOLVO,85,30833,1999-12-01
3303,2000,1,AUDI,381,5384,2000-01-01
3304,2000,1,BMW,519,23450,2000-01-01
3305,2000,1,FORD,817,21689,2000-01-01
3306,2000,1,HYUNDAI,177,1681,2000-01-01
3307,2000,1,KIA,19,171,2000-01-01
3308,2000,1,RENAULT,859,15316,2000-01-01
3309,2000,1,TOYOTA,1336,30518,2000-01-01
3310,2000,1,VOLKSWAGEN,1757,68701,2000-01-01
3311,2000,1,VOLVO,596,31429,2000-01-01
3312,2000,2,AUDI,175,5559,2000-02-01
3313,2000,2,BMW,373,23823,2000-02-01
3314,2000,2,FORD,298,21987,2000-02-01
3315,2000,2,HYUNDAI,119,1800,2000-02-01
3316,2000,2,KIA,6,177,2000-02-01
3317,2000,2,RENAULT,755,16071,2000-02-01
3318,2000,2,TOYOTA,980,31498,2000-02-01
3319,2000,2,VOLKSWAGEN,1296,69997,2000-02-01
3320,2000,2,VOLVO,434,31863,2000-02-01
3321,2000,3,AUDI,299,5858,2000-03-01
3322,2000,3,BMW,422,24245,2000-03-01
3323,2000,3,FORD,394,22381,2000-03-01
3324,2000,3,HYUNDAI,123,1923,2000-03-01
3325,2000,3,KIA,16,193,2000-03-01
3326,2000,3,RENAULT,827,16898,2000-03-01
3327,2000,3,TOYOTA,1108,32606,2000-03-01
3328,2000,3,VOLKSWAGEN,1532,71529,2000-03-01
3329,2000,3,VOLVO,560,32423,2000-03-01
3330,2000,4,AUDI,199,6057,2000-04-01
3331,2000,4,BMW,353,24598,2000-04-01
3332,2000,4,FORD,402,22783,2000-04-01
3333,2000,4,HYUNDAI,95,2018,2000-04-01
3334,2000,4,KIA,4,197,2000-04-01
3335,2000,4,RENAULT,588,17486,2000-04-01
3336,2000,4,TOYOTA,932,33538,2000-04-01
3337,2000,4,VOLKSWAGEN,1600,73129,2000-04-01
3338,2000,4,VOLVO,410,32833,2000-04-01
3339,2000,5,AUDI,251,6308,2000-05-01
3340,2000,5,BMW,399,24997,2000-05-01
3341,2000,5,FORD,660,23443,2000-05-01
3342,2000,5,HYUNDAI,107,2125,2000-05-01
3343,2000,5,KIA,10,207,2000-05-01
3344,2000,5,RENAULT,859,18345,2000-05-01
3345,2000,5,TOYOTA,1021,34559,2000-05-01
3346,2000,5,VOLKSWAGEN,1416,74545,2000-05-01
3347,2000,5,VOLVO,506,33339,2000-05-01
3348,2000,6,AUDI,235,6543,2000-06-01
3349,2000,6,BMW,419,25416,2000-06-01
3350,2000,6,FORD,345,23788,2000-06-01
3351,2000,6,HYUNDAI,78,2203,2000-06-01
3352,2000,6,KIA,4,211,2000-06-01
3353,2000,6,RENAULT,619,18964,2000-06-01
3354,2000,6,TOYOTA,889,35448,2000-06-01
3355,2000,6,VOLKSWAGEN,1122,75667,2000-06-01
3356,2000,6,VOLVO,425,33764,2000-06-01
3357,2000,7,AUDI,199,6742,2000-07-01
3358,2000,7,BMW,324,25740,2000-07-01
3359,2000,7,FORD,423,24211,2000-07-01
3360,2000,7,HYUNDAI,110,2313,2000-07-01
3361,2000,7,KIA,7,218,2000-07-01
3362,2000,7,RENAULT,532,19496,2000-07-01
3363,2000,7,TOYOTA,969,36417,2000-07-01
3364,2000,7,VOLKSWAGEN,1050,76717,2000-07-01
3365,2000,7,VOLVO,451,34215,2000-07-01
3366,2000,8,AUDI,245,6987,2000-08-01
3367,2000,8,BMW,362,26102,2000-08-01
3368,2000,8,FORD,346,24557,2000-08-01
3369,2000,8,HYUNDAI,99,2412,2000-08-01
3370,2000,8,KIA,3,221,2000-08-01
3371,2000,8,RENAULT,397,19893,2000-08-01
3372,2000,8,TOYOTA,1216,37633,2000-08-01
3373,2000,8,VOLKSWAGEN,1111,77828,2000-08-01
3374,2000,8,VOLVO,337,34552,2000-08-01
3375,2000,9,AUDI,167,7154,2000-09-01
3376,2000,9,BMW,374,26476,2000-09-01
3377,2000,9,FORD,530,25087,2000-09-01
3378,2000,9,HYUNDAI,115,2527,2000-09-01
3379,2000,9,KIA,4,225,2000-09-01
3380,2000,9,RENAULT,568,20461,2000-09-01
3381,2000,9,TOYOTA,1118,38751,2000-09-01
3382,2000,9,VOLKSWAGEN,1196,79024,2000-09-01
3383,2000,9,VOLVO,462,35014,2000-09-01
3384,2000,10,AUDI,223,7377,2000-10-01
3385,2000,10,BMW,321,26797,2000-10-01
3386,2000,10,FORD,323,25410,2000-10-01
3387,2000,10,HYUNDAI,95,2622,2000-10-01
3388,2000,10,KIA,5,230,2000-10-01
3389,2000,10,RENAULT,617,21078,2000-10-01
3390,2000,10,TOYOTA,1002,39753,2000-10-01
3391,2000,10,VOLKSWAGEN,1090,80114,2000-10-01
3392,2000,10,VOLVO,423,35437,2000-10-01
3393,2000,11,AUDI,204,7581,2000-11-01
3394,2000,11,BMW,187,26984,2000-11-01
3395,2000,11,FORD,372,25782,2000-11-01
3396,2000,11,HYUNDAI,115,2737,2000-11-01
3397,2000,11,KIA,7,237,2000-11-01
3398,2000,11,RENAULT,579,21657,2000-11-01
3399,2000,11,TOYOTA,790,40543,2000-11-01
3400,2000,11,VOLKSWAGEN,971,81085,2000-11-01
3401,2000,11,VOLVO,434,35871,2000-11-01
3402,2000,12,AUDI,60,7641,2000-12-01
3403,2000,12,BMW,75,27059,2000-12-01
3404,2000,12,FORD,138,25920,2000-12-01
3405,2000,12,HYUNDAI,89,2826,2000-12-01
3406,2000,12,KIA,10,247,2000-12-01
3407,2000,12,RENAULT,265,21922,2000-12-01
3408,2000,12,TOYOTA,477,41020,2000-12-01
3409,2000,12,VOLKSWAGEN,511,81596,2000-12-01
3410,2000,12,VOLVO,149,36020,2000-12-01
3411,2001,1,AUDI,403,8044,2001-01-01
3412,2001,1,BMW,607,27666,2001-01-01
3413,2001,1,FORD,924,26844,2001-01-01
3414,2001,1,HYUNDAI,164,2990,2001-01-01
3415,2001,1,KIA,16,263,2001-01-01
3416,2001,1,RENAULT,1478,23400,2001-01-01
3417,2001,1,TOYOTA,1291,42311,2001-01-01
3418,2001,1,VOLKSWAGEN,2107,83703,2001-01-01
3419,2001,1,VOLVO,1083,37103,2001-01-01
3420,2001,2,AUDI,192,8236,2001-02-01
3421,2001,2,BMW,485,28151,2001-02-01
3422,2001,2,FORD,314,27158,2001-02-01
3423,2001,2,HYUNDAI,71,3061,2001-02-01
3424,2001,2,KIA,4,267,2001-02-01
3425,2001,2,RENAULT,688,24088,2001-02-01
3426,2001,2,TOYOTA,748,43059,2001-02-01
3427,2001,2,VOLKSWAGEN,861,84564,2001-02-01
3428,2001,2,VOLVO,702,37805,2001-02-01
3429,2001,3,AUDI,318,8554,2001-03-01
3430,2001,3,BMW,513,28664,2001-03-01
3431,2001,3,FORD,643,27801,2001-03-01
3432,2001,3,HYUNDAI,99,3160,2001-03-01
3433,2001,3,KIA,4,271,2001-03-01
3434,2001,3,RENAULT,1040,25128,2001-03-01
3435,2001,3,TOYOTA,938,43997,2001-03-01
3436,2001,3,VOLKSWAGEN,1289,85853,2001-03-01
3437,2001,3,VOLVO,716,38521,2001-03-01
3438,2001,4,AUDI,254,8808,2001-04-01
3439,2001,4,BMW,427,29091,2001-04-01
3440,2001,4,FORD,620,28421,2001-04-01
3441,2001,4,HYUNDAI,108,3268,2001-04-01
3442,2001,4,KIA,11,282,2001-04-01
3443,2001,4,RENAULT,658,25786,2001-04-01
3444,2001,4,TOYOTA,877,44874,2001-04-01
3445,2001,4,VOLKSWAGEN,1216,87069,2001-04-01
3446,2001,4,VOLVO,550,39071,2001-04-01
3447,2001,5,AUDI,288,9096,2001-05-01
3448,2001,5,BMW,507,29598,2001-05-01
3449,2001,5,FORD,603,29024,2001-05-01
3450,2001,5,HYUNDAI,162,3430,2001-05-01
3451,2001,5,KIA,12,294,2001-05-01
3452,2001,5,RENAULT,765,26551,2001-05-01
3453,2001,5,TOYOTA,872,45746,2001-05-01
3454,2001,5,VOLKSWAGEN,1357,88426,2001-05-01
3455,2001,5,VOLVO,566,39637,2001-05-01
3456,2001,6,AUDI,276,9372,2001-06-01
3457,2001,6,BMW,580,30178,2001-06-01
3458,2001,6,FORD,540,29564,2001-06-01
3459,2001,6,HYUNDAI,134,3564,2001-06-01
3460,2001,6,KIA,17,311,2001-06-01
3461,2001,6,RENAULT,969,27520,2001-06-01
3462,2001,6,TOYOTA,785,46531,2001-06-01
3463,2001,6,VOLKSWAGEN,1123,89549,2001-06-01
3464,2001,6,VOLVO,698,40335,2001-06-01
3465,2001,7,AUDI,239,9611,2001-07-01
3466,2001,7,BMW,448,30626,2001-07-01
3467,2001,7,FORD,629,30193,2001-07-01
3468,2001,7,HYUNDAI,137,3701,2001-07-01
3469,2001,7,KIA,21,332,2001-07-01
3470,2001,7,RENAULT,640,28160,2001-07-01
3471,2001,7,TOYOTA,677,47208,2001-07-01
3472,2001,7,VOLKSWAGEN,1290,90839,2001-07-01
3473,2001,7,VOLVO,625,40960,2001-07-01
3474,2001,8,AUDI,245,9856,2001-08-01
3475,2001,8,BMW,527,31153,2001-08-01
3476,2001,8,FORD,456,30649,2001-08-01
3477,2001,8,HYUNDAI,172,3873,2001-08-01
3478,2001,8,KIA,18,350,2001-08-01
3479,2001,8,RENAULT,518,28678,2001-08-01
3480,2001,8,TOYOTA,858,48066,2001-08-01
3481,2001,8,VOLKSWAGEN,1222,92061,2001-08-01
3482,2001,8,VOLVO,383,41343,2001-08-01
3483,2001,9,AUDI,193,10049,2001-09-01
3484,2001,9,BMW,358,31511,2001-09-01
3485,2001,9,FORD,669,31318,2001-09-01
3486,2001,9,HYUNDAI,160,4033,2001-09-01
3487,2001,9,KIA,15,365,2001-09-01
3488,2001,9,RENAULT,689,29367,2001-09-01
3489,2001,9,TOYOTA,1044,49110,2001-09-01
3490,2001,9,VOLKSWAGEN,1273,93334,2001-09-01
3491,2001,9,VOLVO,491,41834,2001-09-01
3492,2001,10,AUDI,237,10286,2001-10-01
3493,2001,10,BMW,376,31887,2001-10-01
3494,2001,10,FORD,558,31876,2001-10-01
3495,2001,10,HYUNDAI,139,4172,2001-10-01
3496,2001,10,KIA,25,390,2001-10-01
3497,2001,10,RENAULT,963,30330,2001-10-01
3498,2001,10,TOYOTA,954,50064,2001-10-01
3499,2001,10,VOLKSWAGEN,1288,94622,2001-10-01
3500,2001,10,VOLVO,613,42447,2001-10-01
3501,2001,11,AUDI,176,10462,2001-11-01
3502,2001,11,BMW,307,32194,2001-11-01
3503,2001,11,FORD,475,32351,2001-11-01
3504,2001,11,HYUNDAI,166,4338,2001-11-01
3505,2001,11,KIA,35,425,2001-11-01
3506,2001,11,RENAULT,469,30799,2001-11-01
3507,2001,11,TOYOTA,778,50842,2001-11-01
3508,2001,11,VOLKSWAGEN,1115,95737,2001-11-01
3509,2001,11,VOLVO,365,42812,2001-11-01
3510,2001,12,AUDI,68,10530,2001-12-01
3511,2001,12,BMW,97,32291,2001-12-01
3512,2001,12,FORD,174,32525,2001-12-01
3513,2001,12,HYUNDAI,47,4385,2001-12-01
3514,2001,12,KIA,10,435,2001-12-01
3515,2001,12,RENAULT,154,30953,2001-12-01
3516,2001,12,TOYOTA,334,51176,2001-12-01
3517,2001,12,VOLKSWAGEN,307,96044,2001-12-01
3518,2001,12,VOLVO,85,42897,2001-12-01
3519,2002,1,AUDI,511,11041,2002-01-01
3520,2002,1,BMW,673,32964,2002-01-01
3521,2002,1,FORD,1582,34107,2002-01-01
3522,2002,1,HYUNDAI,292,4677,2002-01-01
3523,2002,1,KIA,57,492,2002-01-01
3524,2002,1,RENAULT,1732,32685,2002-01-01
3525,2002,1,TOYOTA,1458,52634,2002-01-01
3526,2002,1,VOLKSWAGEN,2088,98132,2002-01-01
3527,2002,1,VOLVO,936,43833,2002-01-01
3528,2002,2,AUDI,270,11311,2002-02-01
3529,2002,2,BMW,482,33446,2002-02-01
3530,2002,2,FORD,533,34640,2002-02-01
3531,2002,2,HYUNDAI,179,4856,2002-02-01
3532,2002,2,KIA,26,518,2002-02-01
3533,2002,2,RENAULT,1146,33831,2002-02-01
3534,2002,2,TOYOTA,840,53474,2002-02-01
3535,2002,2,VOLKSWAGEN,1166,99298,2002-02-01
3536,2002,2,VOLVO,589,44422,2002-02-01
3537,2002,3,AUDI,274,11585,2002-03-01
3538,2002,3,BMW,490,33936,2002-03-01
3539,2002,3,FORD,819,35459,2002-03-01
3540,2002,3,HYUNDAI,238,5094,2002-03-01
3541,2002,3,KIA,36,554,2002-03-01
3542,2002,3,RENAULT,1053,34884,2002-03-01
3543,2002,3,TOYOTA,943,54417,2002-03-01
3544,2002,3,VOLKSWAGEN,1689,100987,2002-03-01
3545,2002,3,VOLVO,614,45036,2002-03-01
3546,2002,4,AUDI,247,11832,2002-04-01
3547,2002,4,BMW,450,34386,2002-04-01
3548,2002,4,FORD,578,36037,2002-04-01
3549,2002,4,HYUNDAI,181,5275,2002-04-01
3550,2002,4,KIA,30,584,2002-04-01
3551,2002,4,RENAULT,1129,36013,2002-04-01
3552,2002,4,TOYOTA,1000,55417,2002-04-01
3553,2002,4,VOLKSWAGEN,1694,102681,2002-04-01
3554,2002,4,VOLVO,509,45545,2002-04-01
3555,2002,5,AUDI,247,12079,2002-05-01
3556,2002,5,BMW,500,34886,2002-05-01
3557,2002,5,FORD,1059,37096,2002-05-01
3558,2002,5,HYUNDAI,161,5436,2002-05-01
3559,2002,5,KIA,36,620,2002-05-01
3560,2002,5,RENAULT,1167,37180,2002-05-01
3561,2002,5,TOYOTA,1140,56557,2002-05-01
3562,2002,5,VOLKSWAGEN,1585,104266,2002-05-01
3563,2002,5,VOLVO,539,46084,2002-05-01
3564,2002,6,AUDI,237,12316,2002-06-01
3565,2002,6,BMW,509,35395,2002-06-01
3566,2002,6,FORD,1011,38107,2002-06-01
3567,2002,6,HYUNDAI,161,5597,2002-06-01
3568,2002,6,KIA,36,656,2002-06-01
3569,2002,6,RENAULT,1103,38283,2002-06-01
3570,2002,6,TOYOTA,881,57438,2002-06-01
3571,2002,6,VOLKSWAGEN,1501,105767,2002-06-01
3572,2002,6,VOLVO,636,46720,2002-06-01
3573,2002,7,AUDI,331,12647,2002-07-01
3574,2002,7,BMW,430,35825,2002-07-01
3575,2002,7,FORD,1003,39110,2002-07-01
3576,2002,7,HYUNDAI,158,5755,2002-07-01
3577,2002,7,KIA,22,678,2002-07-01
3578,2002,7,RENAULT,959,39242,2002-07-01
3579,2002,7,TOYOTA,983,58421,2002-07-01
3580,2002,7,VOLKSWAGEN,1465,107232,2002-07-01
3581,2002,7,VOLVO,578,47298,2002-07-01
3582,2002,8,AUDI,256,12903,2002-08-01
3583,2002,8,BMW,470,36295,2002-08-01
3584,2002,8,FORD,699,39809,2002-08-01
3585,2002,8,HYUNDAI,172,5927,2002-08-01
3586,2002,8,KIA,31,709,2002-08-01
3587,2002,8,RENAULT,567,39809,2002-08-01
3588,2002,8,TOYOTA,826,59247,2002-08-01
3589,2002,8,VOLKSWAGEN,1195,108427,2002-08-01
3590,2002,8,VOLVO,360,47658,2002-08-01
3591,2002,9,AUDI,228,13131,2002-09-01
3592,2002,9,BMW,325,36620,2002-09-01
3593,2002,9,FORD,1161,40970,2002-09-01
3594,2002,9,HYUNDAI,156,6083,2002-09-01
3595,2002,9,KIA,27,736,2002-09-01
3596,2002,9,RENAULT,1069,40878,2002-09-01
3597,2002,9,TOYOTA,735,59982,2002-09-01
3598,2002,9,VOLKSWAGEN,1321,109748,2002-09-01
3599,2002,9,VOLVO,535,48193,2002-09-01
3600,2002,10,AUDI,300,13431,2002-10-01
3601,2002,10,BMW,367,36987,2002-10-01
3602,2002,10,FORD,1244,42214,2002-10-01
3603,2002,10,HYUNDAI,191,6274,2002-10-01
3604,2002,10,KIA,30,766,2002-10-01
3605,2002,10,RENAULT,1501,42379,2002-10-01
3606,2002,10,TOYOTA,1211,61193,2002-10-01
3607,2002,10,VOLKSWAGEN,1482,111230,2002-10-01
3608,2002,10,VOLVO,640,48833,2002-10-01
3609,2002,11,AUDI,201,13632,2002-11-01
3610,2002,11,BMW,337,37324,2002-11-01
3611,2002,11,FORD,1031,43245,2002-11-01
3612,2002,11,HYUNDAI,235,6509,2002-11-01
3613,2002,11,KIA,23,789,2002-11-01
3614,2002,11,RENAULT,958,43337,2002-11-01
3615,2002,11,TOYOTA,889,62082,2002-11-01
3616,2002,11,VOLKSWAGEN,1484,112714,2002-11-01
3617,2002,11,VOLVO,499,49332,2002-11-01
3618,2002,12,AUDI,48,13680,2002-12-01
3619,2002,12,BMW,207,37531,2002-12-01
3620,2002,12,FORD,682,43927,2002-12-01
3621,2002,12,HYUNDAI,120,6629,2002-12-01
3622,2002,12,KIA,36,825,2002-12-01
3623,2002,12,RENAULT,817,44154,2002-12-01
3624,2002,12,TOYOTA,622,62704,2002-12-01
3625,2002,12,VOLKSWAGEN,1022,113736,2002-12-01
3626,2002,12,VOLVO,70,49402,2002-12-01
3627,2003,1,AUDI,528,14208,2003-01-01
3628,2003,1,BMW,547,38078,2003-01-01
3629,2003,1,FORD,2314,46241,2003-01-01
3630,2003,1,HYUNDAI,691,7320,2003-01-01
3631,2003,1,KIA,61,886,2003-01-01
3632,2003,1,RENAULT,1381,45535,2003-01-01
3633,2003,1,TOYOTA,1616,64320,2003-01-01
3634,2003,1,VOLKSWAGEN,3221,116957,2003-01-01
3635,2003,1,VOLVO,1000,50402,2003-01-01
3636,2003,2,AUDI,263,14471,2003-02-01
3637,2003,2,BMW,311,38389,2003-02-01
3638,2003,2,FORD,987,47228,2003-02-01
3639,2003,2,HYUNDAI,425,7745,2003-02-01
3640,2003,2,KIA,67,953,2003-02-01
3641,2003,2,RENAULT,1258,46793,2003-02-01
3642,2003,2,TOYOTA,945,65265,2003-02-01
3643,2003,2,VOLKSWAGEN,1182,118139,2003-02-01
3644,2003,2,VOLVO,644,51046,2003-02-01
3645,2003,3,AUDI,343,14814,2003-03-01
3646,2003,3,BMW,537,38926,2003-03-01
3647,2003,3,FORD,1353,48581,2003-03-01
3648,2003,3,HYUNDAI,574,8319,2003-03-01
3649,2003,3,KIA,98,1051,2003-03-01
3650,2003,3,RENAULT,1199,47992,2003-03-01
3651,2003,3,TOYOTA,984,66249,2003-03-01
3652,2003,3,VOLKSWAGEN,1329,119468,2003-03-01
3653,2003,3,VOLVO,635,51681,2003-03-01
3654,2003,4,AUDI,415,15229,2003-04-01
3655,2003,4,BMW,588,39514,2003-04-01
3656,2003,4,FORD,1188,49769,2003-04-01
3657,2003,4,HYUNDAI,468,8787,2003-04-01
3658,2003,4,KIA,56,1107,2003-04-01
3659,2003,4,RENAULT,1140,49132,2003-04-01
3660,2003,4,TOYOTA,1165,67414,2003-04-01
3661,2003,4,VOLKSWAGEN,1437,120905,2003-04-01
3662,2003,4,VOLVO,758,52439,2003-04-01
3663,2003,5,AUDI,427,15656,2003-05-01
3664,2003,5,BMW,633,40147,2003-05-01
3665,2003,5,FORD,1473,51242,2003-05-01
3666,2003,5,HYUNDAI,514,9301,2003-05-01
3667,2003,5,KIA,128,1235,2003-05-01
3668,2003,5,RENAULT,988,50120,2003-05-01
3669,2003,5,TOYOTA,1356,68770,2003-05-01
3670,2003,5,VOLKSWAGEN,1511,122416,2003-05-01
3671,2003,5,VOLVO,774,53213,2003-05-01
3672,2003,6,AUDI,349,16005,2003-06-01
3673,2003,6,BMW,480,40627,2003-06-01
3674,2003,6,FORD,1185,52427,2003-06-01
3675,2003,6,HYUNDAI,504,9805,2003-06-01
3676,2003,6,KIA,96,1331,2003-06-01
3677,2003,6,RENAULT,2008,52128,2003-06-01
3678,2003,6,TOYOTA,1121,69891,2003-06-01
3679,2003,6,VOLKSWAGEN,1585,124001,2003-06-01
3680,2003,6,VOLVO,761,53974,2003-06-01
3681,2003,7,AUDI,362,16367,2003-07-01
3682,2003,7,BMW,537,41164,2003-07-01
3683,2003,7,FORD,1390,53817,2003-07-01
3684,2003,7,HYUNDAI,405,10210,2003-07-01
3685,2003,7,KIA,48,1379,2003-07-01
3686,2003,7,RENAULT,786,52914,2003-07-01
3687,2003,7,TOYOTA,1329,71220,2003-07-01
3688,2003,7,VOLKSWAGEN,1604,125605,2003-07-01
3689,2003,7,VOLVO,709,54683,2003-07-01
3690,2003,8,AUDI,434,16801,2003-08-01
3691,2003,8,BMW,497,41661,2003-08-01
3692,2003,8,FORD,1667,55484,2003-08-01
3693,2003,8,HYUNDAI,377,10587,2003-08-01
3694,2003,8,KIA,73,1452,2003-08-01
3695,2003,8,RENAULT,765,53679,2003-08-01
3696,2003,8,TOYOTA,989,72209,2003-08-01
3697,2003,8,VOLKSWAGEN,1531,127136,2003-08-01
3698,2003,8,VOLVO,334,55017,2003-08-01
3699,2003,9,AUDI,363,17164,2003-09-01
3700,2003,9,BMW,513,42174,2003-09-01
3701,2003,9,FORD,1361,56845,2003-09-01
3702,2003,9,HYUNDAI,388,10975,2003-09-01
3703,2003,9,KIA,104,1556,2003-09-01
3704,2003,9,RENAULT,1796,55475,2003-09-01
3705,2003,9,TOYOTA,957,73166,2003-09-01
3706,2003,9,VOLKSWAGEN,1382,128518,2003-09-01
3707,2003,9,VOLVO,618,55635,2003-09-01
3708,2003,10,AUDI,405,17569,2003-10-01
3709,2003,10,BMW,508,42682,2003-10-01
3710,2003,10,FORD,1156,58001,2003-10-01
3711,2003,10,HYUNDAI,402,11377,2003-10-01
3712,2003,10,KIA,110,1666,2003-10-01
3713,2003,10,RENAULT,661,56136,2003-10-01
3714,2003,10,TOYOTA,1144,74310,2003-10-01
3715,2003,10,VOLKSWAGEN,1374,129892,2003-10-01
3716,2003,10,VOLVO,741,56376,2003-10-01
3717,2003,11,AUDI,162,17731,2003-11-01
3718,2003,11,BMW,336,43018,2003-11-01
3719,2003,11,FORD,1417,59418,2003-11-01
3720,2003,11,HYUNDAI,378,11755,2003-11-01
3721,2003,11,KIA,75,1741,2003-11-01
3722,2003,11,RENAULT,698,56834,2003-11-01
3723,2003,11,TOYOTA,896,75206,2003-11-01
3724,2003,11,VOLKSWAGEN,1035,130927,2003-11-01
3725,2003,11,VOLVO,433,56809,2003-11-01
3726,2003,12,AUDI,73,17804,2003-12-01
3727,2003,12,BMW,116,43134,2003-12-01
3728,2003,12,FORD,478,59896,2003-12-01
3729,2003,12,HYUNDAI,161,11916,2003-12-01
3730,2003,12,KIA,24,1765,2003-12-01
3731,2003,12,RENAULT,376,57210,2003-12-01
3732,2003,12,TOYOTA,261,75467,2003-12-01
3733,2003,12,VOLKSWAGEN,246,131173,2003-12-01
3734,2003,12,VOLVO,98,56907,2003-12-01
3735,2004,1,AUDI,727,18531,2004-01-01
3736,2004,1,BMW,868,44002,2004-01-01
3737,2004,1,FORD,3843,63739,2004-01-01
3738,2004,1,HYUNDAI,767,12683,2004-01-01
3739,2004,1,KIA,176,1941,2004-01-01
3740,2004,1,RENAULT,1749,58959,2004-01-01
3741,2004,1,TOYOTA,2669,78136,2004-01-01
3742,2004,1,VOLKSWAGEN,2942,134115,2004-01-01
3743,2004,1,VOLVO,1198,58105,2004-01-01
3744,2004,2,AUDI,337,18868,2004-02-01
3745,2004,2,BMW,442,44444,2004-02-01
3746,2004,2,FORD,1079,64818,2004-02-01
3747,2004,2,HYUNDAI,666,13349,2004-02-01
3748,2004,2,KIA,84,2025,2004-02-01
3749,2004,2,RENAULT,1532,60491,2004-02-01
3750,2004,2,TOYOTA,1289,79425,2004-02-01
3751,2004,2,VOLKSWAGEN,1596,135711,2004-02-01
3752,2004,2,VOLVO,743,58848,2004-02-01
3753,2004,3,AUDI,430,19298,2004-03-01
3754,2004,3,BMW,663,45107,2004-03-01
3755,2004,3,FORD,987,65805,2004-03-01
3756,2004,3,HYUNDAI,661,14010,2004-03-01
3757,2004,3,KIA,90,2115,2004-03-01
3758,2004,3,RENAULT,1150,61641,2004-03-01
3759,2004,3,TOYOTA,1469,80894,2004-03-01
3760,2004,3,VOLKSWAGEN,1857,137568,2004-03-01
3761,2004,3,VOLVO,801,59649,2004-03-01
3762,2004,4,AUDI,403,19701,2004-04-01
3763,2004,4,BMW,664,45771,2004-04-01
3764,2004,4,FORD,2008,67813,2004-04-01
3765,2004,4,HYUNDAI,814,14824,2004-04-01
3766,2004,4,KIA,275,2390,2004-04-01
3767,2004,4,RENAULT,1015,62656,2004-04-01
3768,2004,4,TOYOTA,1389,82283,2004-04-01
3769,2004,4,VOLKSWAGEN,1745,139313,2004-04-01
3770,2004,4,VOLVO,1071,60720,2004-04-01
3771,2004,5,AUDI,413,20114,2004-05-01
3772,2004,5,BMW,602,46373,2004-05-01
3773,2004,5,FORD,1436,69249,2004-05-01
3774,2004,5,HYUNDAI,623,15447,2004-05-01
3775,2004,5,KIA,516,2906,2004-05-01
3776,2004,5,RENAULT,1030,63686,2004-05-01
3777,2004,5,TOYOTA,1320,83603,2004-05-01
3778,2004,5,VOLKSWAGEN,1408,140721,2004-05-01
3779,2004,5,VOLVO,894,61614,2004-05-01
3780,2004,6,AUDI,420,20534,2004-06-01
3781,2004,6,BMW,755,47128,2004-06-01
3782,2004,6,FORD,1537,70786,2004-06-01
3783,2004,6,HYUNDAI,643,16090,2004-06-01
3784,2004,6,KIA,634,3540,2004-06-01
3785,2004,6,RENAULT,1252,64938,2004-06-01
3786,2004,6,TOYOTA,1192,84795,2004-06-01
3787,2004,6,VOLKSWAGEN,1922,142643,2004-06-01
3788,2004,6,VOLVO,934,62548,2004-06-01
3789,2004,7,AUDI,392,20926,2004-07-01
3790,2004,7,BMW,594,47722,2004-07-01
3791,2004,7,FORD,1394,72180,2004-07-01
3792,2004,7,HYUNDAI,423,16513,2004-07-01
3793,2004,7,KIA,497,4037,2004-07-01
3794,2004,7,RENAULT,975,65913,2004-07-01
3795,2004,7,TOYOTA,1335,86130,2004-07-01
3796,2004,7,VOLKSWAGEN,2163,144806,2004-07-01
3797,2004,7,VOLVO,957,63505,2004-07-01
3798,2004,8,AUDI,376,21302,2004-08-01
3799,2004,8,BMW,482,48204,2004-08-01
3800,2004,8,FORD,1500,73680,2004-08-01
3801,2004,8,HYUNDAI,497,17010,2004-08-01
3802,2004,8,KIA,491,4528,2004-08-01
3803,2004,8,RENAULT,700,66613,2004-08-01
3804,2004,8,TOYOTA,1075,87205,2004-08-01
3805,2004,8,VOLKSWAGEN,1244,146050,2004-08-01
3806,2004,8,VOLVO,488,63993,2004-08-01
3807,2004,9,AUDI,381,21683,2004-09-01
3808,2004,9,BMW,738,48942,2004-09-01
3809,2004,9,FORD,1931,75611,2004-09-01
